employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0451,58,Male,PhD,Support,Junior,22,69097.0,18,7,176,5,4,4,3.0,92.6,22,1,High,49.05,Low,3004.22,0.3,2.25,0.0282,0.5144,0
EMP0452,57,Male,Master's,Sales,Senior,30,128768.0,50,16,195,16,12,3,8.1,100.0,28,1,Low,75.19,High,4153.81,0.55,2.94,0.0816,0.793,1
EMP0453,40,Male,PhD,HR,Junior,14,56357.0,67,18,213,15,1,5,6.0,88.0,13,1,Low,79.39,High,3757.13,1.29,3.53,0.0701,0.733,0
EMP0454,22,Male,Diploma,Finance,Lead,0,99706.0,74,3,207,36,13,3,5.2,86.9,0,0,Medium,58.82,Medium,99706.0,3.0,18.5,0.1731,0.7256,1
EMP0455,44,Female,Bachelor's,Finance,Mid,9,73872.0,74,7,194,2,8,5,5.6,89.0,9,1,Low,79.81,High,7387.2,0.7,9.25,0.0103,0.746,0
EMP0456,43,Male,Bachelor's,Engineering,Mid,14,80384.0,78,11,183,13,6,5,5.9,82.2,14,0,Medium,74.31,High,5358.93,0.73,6.5,0.0707,0.7398,0
EMP0457,27,Female,Bachelor's,Finance,Junior,6,47388.0,31,17,218,29,17,3,8.4,88.6,2,1,Medium,67.41,Medium,6769.71,5.67,1.72,0.1324,0.6994,0
EMP0458,46,Male,Bachelor's,Engineering,Junior,19,46162.0,86,4,159,9,16,3,6.7,81.1,17,0,Medium,62.43,Medium,2308.1,0.22,17.2,0.0562,0.7834,0
EMP0459,53,Male,Diploma,Engineering,Junior,13,43868.0,41,4,169,39,16,2,8.4,98.2,10,0,Medium,50.94,Medium,3133.43,0.36,8.2,0.2294,0.7678,0
EMP0460,26,Female,Bachelor's,Finance,Lead,3,101401.0,43,7,197,29,17,5,7.2,94.3,0,0,Medium,70.02,Medium,25350.25,7.0,5.38,0.1465,0.7222,1
EMP0461,49,Female,Master's,Engineering,Senior,13,101836.0,80,4,141,37,4,4,6.0,100.0,13,1,Medium,66.09,Medium,7274.0,0.29,16.0,0.2606,0.82,1
EMP0462,27,Male,Master's,Marketing,Manager,1,131029.0,39,6,180,37,17,1,5.9,77.0,0,1,High,42.14,Low,65514.5,6.0,5.57,0.2044,0.602,1
EMP0463,50,Male,Bachelor's,Finance,Junior,20,68094.0,16,3,208,4,3,4,7.3,100.0,16,1,Medium,63.47,Medium,3242.57,0.18,4.0,0.0191,0.667,0
EMP0464,37,Male,Bachelor's,Finance,Mid,7,73921.0,74,16,154,18,6,2,7.7,77.4,5,0,Medium,73.06,Medium,9240.12,2.67,4.35,0.1161,0.7626,0
EMP0465,22,Female,Master's,HR,Junior,0,44593.0,69,16,204,29,11,4,8.0,80.4,0,1,Medium,72.06,Medium,44593.0,16.0,4.06,0.1415,0.7686,0
EMP0466,58,Male,Master's,Engineering,Mid,16,83844.0,62,3,172,0,14,4,6.1,85.0,12,0,Medium,61.68,Medium,4932.0,0.23,15.5,0.0,0.709,0
EMP0467,28,Female,Bachelor's,Operations,Mid,4,51504.0,22,11,208,18,11,2,6.8,100.0,2,0,Medium,51.41,Medium,10300.8,3.67,1.83,0.0861,0.67,0
EMP0468,44,Male,Bachelor's,Support,Junior,11,52061.0,66,13,190,27,11,5,7.4,91.8,11,1,Low,80.89,High,4338.42,1.08,4.71,0.1414,0.7872,0
EMP0469,28,Female,Master's,Support,Mid,2,52539.0,27,12,152,31,7,3,5.9,88.0,0,1,Medium,55.07,Medium,17513.0,12.0,2.08,0.2026,0.61,0
EMP0470,57,Male,Bachelor's,Operations,Junior,16,41007.0,59,19,198,16,11,4,4.8,83.7,12,0,Medium,71.73,Medium,2412.18,1.46,2.95,0.0804,0.6558,0
EMP0471,50,Female,Diploma,Marketing,Mid,23,80300.0,55,13,144,34,9,4,5.3,79.0,21,0,Medium,60.32,Medium,3345.83,0.59,3.93,0.2345,0.64,0
EMP0472,52,Female,Bachelor's,Support,Senior,13,106197.0,79,14,159,26,9,5,6.1,99.1,9,1,Low,76.56,High,7585.5,1.4,5.27,0.1625,0.8164,1
EMP0473,38,Male,Bachelor's,HR,Junior,12,53085.0,97,1,211,1,11,4,7.5,96.4,10,0,Medium,72.15,Medium,4083.46,0.09,48.5,0.0047,0.9016,0
EMP0474,39,Male,Bachelor's,Engineering,Manager,8,155742.0,27,2,210,11,12,5,8.4,100.0,6,0,Medium,71.01,Medium,17304.67,0.29,9.0,0.0521,0.733,1
EMP0475,46,Female,Master's,Operations,Mid,9,67217.0,20,12,143,37,6,3,4.5,93.2,5,1,Medium,50.44,Medium,6721.7,2.0,1.54,0.2569,0.5678,0
EMP0476,51,Male,Master's,Marketing,Lead,14,136382.0,60,18,170,0,2,5,5.6,71.69500000000001,14,1,Low,80.34,High,9092.13,1.2,3.16,0.0,0.6348,1
EMP0477,54,Male,Bachelor's,Support,Senior,12,95820.0,95,8,147,4,5,3,6.0,80.0,10,0,Medium,69.27,Medium,7370.77,0.73,10.56,0.027,0.785,1
EMP0478,22,Male,Diploma,Marketing,Senior,0,80179.0,24,13,161,13,8,4,7.7,93.7,0,0,Medium,68.28,Medium,80179.0,13.0,1.71,0.0802,0.6778,1
EMP0479,47,Male,Bachelor's,Support,Senior,15,87764.0,53,4,217,39,3,2,5.7,87.0,12,0,High,41.27,Low,5485.25,0.31,10.6,0.1789,0.678,1
EMP0480,26,Male,Bachelor's,HR,Lead,2,111284.0,46,9,155,28,3,5,5.9,85.5,0,0,Medium,61.64,Medium,37094.67,9.0,4.6,0.1795,0.657,1
EMP0481,32,Male,Bachelor's,HR,Senior,5,81982.0,38,15,191,5,19,5,4.4,81.2,1,0,Low,80.76,High,13663.67,7.5,2.38,0.026,0.5708,1
EMP0482,53,Male,Bachelor's,Marketing,Junior,19,52623.0,69,13,204,15,5,4,7.2,97.6,18,1,Low,79.82,High,2631.15,0.68,4.93,0.0732,0.8134,0
EMP0483,31,Male,Master's,Operations,Junior,6,52449.0,36,3,210,37,14,4,6.3,93.6,3,0,Medium,59.06,Medium,7492.71,0.75,9.0,0.1754,0.6714,0
EMP0484,52,Male,Bachelor's,Engineering,Senior,14,106065.0,54,17,168,8,2,4,5.5,94.0,10,1,Medium,71.93,Medium,7071.0,1.55,3.0,0.0473,0.703,1
EMP0485,39,Male,Master's,HR,Junior,9,54856.0,86,18,195,23,19,3,6.1,84.9,5,0,Medium,70.61,Medium,5485.6,3.0,4.53,0.1173,0.7806,0
EMP0486,30,Female,Bachelor's,Marketing,Junior,3,35702.0,44,10,178,18,4,4,8.2,91.4,1,0,Medium,67.26,Medium,8925.5,5.0,4.0,0.1006,0.7436,0
EMP0487,34,Male,Diploma,HR,Junior,5,40592.0,11,7,148,30,7,4,5.0,79.3,5,1,High,47.36,Low,6765.33,1.17,1.38,0.2013,0.5002,0
EMP0488,42,Male,Bachelor's,Sales,Mid,12,68921.0,89,11,157,30,15,4,5.2,89.0,10,0,Medium,66.08,Medium,5301.62,1.0,7.42,0.1899,0.779,0
EMP0489,51,Male,PhD,Finance,Junior,26,72460.0,34,16,199,33,4,2,8.4,71.69500000000001,23,1,Medium,60.1,Medium,2683.7,0.67,2.0,0.165,0.6408,0
EMP0490,45,Female,Bachelor's,Marketing,Senior,20,116428.0,79,9,194,4,10,5,6.6,77.5,17,0,Low,79.95,High,5544.19,0.5,7.9,0.0205,0.745,1
EMP0491,57,Male,Bachelor's,Sales,Senior,30,120145.0,78,1,181,18,15,2,7.5,87.4,28,1,Medium,53.15,Medium,3875.65,0.03,39.0,0.0989,0.8086,1
EMP0492,54,Male,PhD,Sales,Lead,21,140999.0,57,2,202,27,0,4,7.1,100.0,20,0,Medium,61.56,Medium,6409.05,0.1,19.0,0.133,0.784,1
EMP0493,50,Male,Master's,Finance,Mid,12,76577.0,17,16,195,16,0,2,6.4,75.6,9,1,Medium,56.94,Medium,5890.54,1.6,1.0,0.0816,0.5454,0
EMP0494,44,Male,Master's,Sales,Mid,13,68721.0,95,15,167,26,15,2,6.0,80.1,11,0,Medium,61.3,Medium,4908.64,1.25,5.94,0.1548,0.7854,0
EMP0495,33,Male,Bachelor's,Marketing,Mid,6,68829.0,71,15,163,25,5,1,7.7,91.7,4,0,Medium,60.04,Medium,9832.71,3.0,4.44,0.1524,0.8108,0
EMP0496,37,Male,Master's,Finance,Mid,4,73447.0,48,3,215,14,18,3,8.2,100.0,0,1,Medium,63.56,Medium,14689.4,3.0,12.0,0.0648,0.79,0
EMP0497,26,Female,PhD,Marketing,Senior,0,95986.0,86,4,217,4,18,4,8.1,91.6,0,1,Low,76.01,High,95986.0,4.0,17.2,0.0183,0.8674,1
EMP0498,36,Female,Master's,Marketing,Junior,7,52895.0,80,8,142,38,17,4,4.7,95.6,6,1,Medium,63.0,Medium,6611.88,1.14,8.89,0.2657,0.7634,0
EMP0499,57,Male,Bachelor's,Sales,Manager,19,153005.0,78,5,203,33,19,4,8.5,87.3,15,0,Medium,65.33,Medium,7650.25,0.31,13.0,0.1618,0.8382,1
EMP0500,38,Female,Master's,Marketing,Junior,7,41666.0,25,8,150,35,16,4,6.0,85.9,3,0,Medium,54.23,Medium,5208.25,2.0,2.78,0.2318,0.5986,0
EMP0501,26,Female,Master's,Finance,Lead,3,108208.0,66,11,208,11,7,2,5.4,90.7,2,0,Medium,56.4,Medium,27052.0,3.67,5.5,0.0526,0.7228,1
EMP0502,46,Male,Diploma,HR,Mid,15,86391.0,35,6,187,12,19,2,6.2,84.7,11,1,High,47.17,Low,5399.44,0.5,5.0,0.0638,0.6298,0
EMP0503,58,Male,Bachelor's,Support,Junior,30,74470.0,17,3,195,12,6,4,7.7,95.8,28,0,Medium,61.23,Medium,2402.26,0.1,4.25,0.0612,0.6652,0
EMP0504,54,Male,Bachelor's,Operations,Senior,16,102836.0,40,8,196,1,11,4,7.3,77.1,16,1,Medium,70.36,Medium,6049.18,0.47,4.44,0.0051,0.6474,1
EMP0505,32,Female,PhD,Engineering,Junior,4,40211.0,19,14,188,6,0,4,6.1,97.1,3,0,Medium,64.47,Medium,8042.2,3.5,1.27,0.0317,0.6284,0
EMP0506,39,Male,Master's,Marketing,Senior,8,86976.0,19,12,160,12,19,3,7.8,90.3,6,1,Medium,63.81,Medium,9664.0,1.71,1.46,0.0745,0.6522,1
EMP0507,42,Female,Master's,Marketing,Mid,12,68102.0,75,7,204,39,11,5,6.7,88.3,12,0,Medium,70.75,Medium,5238.62,0.54,9.38,0.1902,0.7792,0
EMP0508,31,Male,Bachelor's,Finance,Junior,4,40883.0,55,6,184,8,18,2,5.6,76.9,4,1,High,47.97,Low,8176.6,1.2,7.86,0.0432,0.6406,0
EMP0509,32,Female,Bachelor's,Sales,Junior,6,55944.0,45,12,183,20,7,4,5.4,82.2,3,0,Medium,63.07,Medium,7992.0,3.0,3.46,0.1087,0.6258,0
EMP0510,30,Female,Master's,Support,Senior,6,85282.0,27,4,165,21,6,2,7.1,99.6,3,0,Medium,55.88,Medium,12183.14,1.0,5.4,0.1265,0.6924,1
EMP0511,59,Male,Bachelor's,Marketing,Junior,20,59420.0,79,16,140,14,10,4,6.4,88.3,17,1,Low,78.05,High,2829.52,0.89,4.65,0.0993,0.7822,0
EMP0512,50,Male,Bachelor's,HR,Lead,12,107476.0,67,17,184,36,17,4,4.4,92.2,8,0,Medium,60.82,Medium,8267.38,1.89,3.72,0.1946,0.7018,1
EMP0513,53,Female,Master's,Engineering,Senior,26,116933.0,62,1,167,3,10,4,7.8,83.0,25,0,Medium,69.33,Medium,4330.85,0.04,31.0,0.0179,0.752,1
EMP0514,53,Male,Master's,Support,Senior,12,105333.0,27,19,192,34,15,2,5.8,89.8,8,1,Medium,52.63,Medium,8102.54,2.11,1.35,0.1762,0.6142,1
EMP0515,58,Male,PhD,Support,Junior,23,75595.0,21,1,169,29,4,4,8.9,79.0,22,1,Medium,58.37,Medium,3149.79,0.04,10.5,0.1706,0.646,0
EMP0516,26,Female,Bachelor's,Operations,Senior,3,85226.0,21,9,217,12,15,2,4.4,90.8,0,1,High,47.25,Low,21306.5,9.0,2.1,0.055,0.5582,1
EMP0517,55,Male,Bachelor's,Marketing,Manager,17,154994.0,12,13,194,30,14,4,6.2,93.0,14,1,Medium,60.24,Medium,8610.78,0.87,0.86,0.1538,0.594,1
EMP0518,24,Male,Diploma,Engineering,Junior,0,33771.0,97,7,176,17,17,2,5.5,92.6,0,1,Medium,58.83,Medium,33771.0,7.0,12.12,0.096,0.8264,0
EMP0519,40,Male,Bachelor's,Finance,Mid,9,70024.0,43,4,196,38,1,2,5.0,82.8,8,0,High,42.38,Low,7002.4,0.44,8.6,0.1929,0.6102,0
EMP0520,44,Male,Bachelor's,HR,Junior,16,56711.0,69,1,191,1,7,4,5.8,87.3,14,0,Medium,63.84,Medium,3335.94,0.07,34.5,0.0052,0.7302,0
EMP0521,35,Female,Bachelor's,Support,Mid,4,60266.0,98,14,189,1,1,2,9.2,94.3,2,1,Low,76.82,High,12053.2,4.67,6.53,0.0053,0.9472,0
EMP0522,27,Female,Master's,Finance,Senior,2,83502.0,94,1,186,21,8,3,6.7,88.3,1,1,Medium,57.72,Medium,27834.0,0.5,47.0,0.1123,0.8362,1
EMP0523,29,Male,PhD,HR,Mid,4,63415.0,38,10,214,37,15,5,5.3,87.7,3,0,Medium,64.18,Medium,12683.0,2.5,3.45,0.1721,0.6238,0
EMP0524,53,Male,Master's,Support,Mid,27,85046.0,54,8,165,2,12,5,3.8,100.0,23,0,Medium,71.73,Medium,3037.36,0.33,6.0,0.012,0.676,0
EMP0525,34,Female,Master's,Operations,Mid,9,63860.0,51,19,174,31,15,5,3.9,82.4,6,0,Medium,64.46,Medium,6386.0,2.71,2.55,0.1771,0.5996,0
EMP0526,33,Male,Bachelor's,HR,Junior,10,60658.0,13,18,160,37,14,3,5.7,98.6,10,1,Medium,60.37,Medium,5514.36,1.64,0.68,0.2298,0.6044,0
EMP0527,57,Male,Bachelor's,Engineering,Junior,25,86684.0,79,16,185,19,19,4,5.5,80.8,22,0,Medium,71.69,Medium,3334.0,0.7,4.65,0.1022,0.7252,0
EMP0528,27,Male,Bachelor's,Engineering,Lead,2,92765.0,61,14,219,34,17,4,6.2,95.2,2,1,Medium,68.32,Medium,30921.67,4.67,4.07,0.1545,0.7498,1
EMP0529,56,Male,Bachelor's,HR,Senior,20,93924.0,43,11,188,30,11,2,3.1,95.7,18,1,Medium,50.05,Medium,4472.57,0.58,3.58,0.1587,0.6048,1
EMP0530,56,Female,Bachelor's,HR,Mid,30,83342.0,60,7,156,8,17,4,6.4,85.9,28,0,Medium,68.92,Medium,2688.45,0.24,7.5,0.051,0.7156,0
EMP0531,44,Male,Bachelor's,Engineering,Senior,15,97173.0,76,4,213,34,0,2,8.0,80.3,12,0,Medium,57.44,Medium,6073.31,0.31,15.2,0.1589,0.7892,1
EMP0532,28,Male,Bachelor's,Engineering,Junior,3,45766.0,11,19,203,27,14,5,8.9,74.2,3,0,Medium,72.2,Medium,11441.5,4.75,0.55,0.1324,0.5968,0
EMP0533,27,Female,Master's,Finance,Junior,5,45730.0,68,8,175,0,10,4,3.7,85.1,4,0,Medium,69.47,Medium,7621.67,1.6,7.56,0.0,0.6554,0
EMP0534,32,Male,Master's,Operations,Junior,7,44776.0,87,9,151,22,19,4,5.3,94.2,7,0,Medium,69.4,Medium,5597.0,1.12,8.7,0.1447,0.7968,0
EMP0535,43,Female,Bachelor's,Engineering,Manager,10,146231.0,75,3,172,26,10,4,5.2,81.4,10,0,Medium,61.13,Medium,13293.73,0.27,18.75,0.1503,0.7066,1
EMP0536,27,Male,Bachelor's,HR,Senior,2,76863.0,65,6,204,32,3,3,6.7,90.8,2,1,Medium,59.48,Medium,25621.0,2.0,9.29,0.1561,0.7592,1
EMP0537,39,Male,Master's,Engineering,Senior,11,91247.0,18,13,186,30,14,3,4.7,78.2,9,0,Medium,54.8,Medium,7603.92,1.3,1.29,0.1604,0.5078,1
EMP0538,26,Male,Master's,Operations,Junior,3,38439.0,77,9,154,19,19,4,9.0,88.1,0,0,Low,76.93,High,9609.75,9.0,7.7,0.1226,0.8534,0
EMP0539,42,Female,PhD,Operations,Junior,11,35526.0,77,12,152,11,0,4,6.6,80.8,10,0,Medium,71.79,Medium,2960.5,1.09,5.92,0.0719,0.7522,0
EMP0540,22,Female,Bachelor's,Support,Senior,0,70709.0,54,5,217,7,1,4,6.3,89.4,0,1,Medium,64.19,Medium,70709.0,5.0,9.0,0.0321,0.7086,1
EMP0541,48,Male,PhD,Finance,Mid,16,65227.0,62,2,175,3,13,3,8.9,86.0,14,0,Medium,65.6,Medium,3836.88,0.13,20.67,0.017,0.797,0
EMP0542,24,Male,Bachelor's,Finance,Manager,0,136112.0,65,17,194,25,11,4,6.5,80.5,0,0,Medium,69.04,Medium,136112.0,17.0,3.61,0.1282,0.712,1
EMP0543,29,Male,Bachelor's,Support,Senior,3,85562.0,20,9,168,38,10,3,7.1,84.7,3,1,High,49.0,Low,21390.5,2.25,2.0,0.2249,0.6118,1
EMP0544,28,Female,Bachelor's,Finance,Mid,4,64688.0,33,7,147,3,1,3,5.4,82.5,1,0,Medium,51.24,Medium,12937.6,3.5,4.12,0.0203,0.591,0
EMP0545,53,Male,Bachelor's,HR,Senior,20,89282.0,81,6,172,28,11,5,4.4,79.5,20,0,Medium,60.73,Medium,4251.52,0.29,11.57,0.1618,0.693,1
EMP0546,24,Female,Bachelor's,Operations,Manager,0,118131.0,97,13,195,23,11,4,5.6,98.7,0,1,Low,80.51,High,118131.0,13.0,6.93,0.1173,0.8538,1
EMP0547,38,Female,Bachelor's,Finance,Mid,8,69905.0,34,11,166,6,16,4,9.8,87.1,8,1,Medium,72.55,Medium,7767.22,1.22,2.83,0.0359,0.7444,0
EMP0548,44,Female,Master's,Operations,Senior,10,69770.0,46,8,188,8,7,5,7.4,72.4,7,0,Low,77.27,High,6342.73,1.0,5.11,0.0423,0.6496,1
EMP0549,41,Male,Bachelor's,HR,Lead,10,121797.0,92,18,175,11,6,3,6.9,85.0,6,0,Low,77.31,High,11072.45,2.57,4.84,0.0625,0.823,1
EMP0550,47,Male,Bachelor's,Support,Junior,20,44413.0,24,18,167,27,1,5,5.0,97.3,19,1,Medium,69.8,Medium,2114.9,0.9,1.26,0.1607,0.6112,0
EMP0551,52,Male,Bachelor's,Engineering,Lead,27,139146.0,33,4,160,11,11,4,7.9,83.9,26,1,Medium,59.08,Medium,4969.5,0.15,6.6,0.0683,0.6716,1
EMP0552,36,Female,Bachelor's,Engineering,Junior,10,39891.0,15,13,160,33,12,4,4.5,100.0,8,1,Medium,57.76,Medium,3626.45,1.44,1.07,0.205,0.58,0
EMP0553,53,Female,Bachelor's,Engineering,Senior,20,112391.0,31,19,160,14,5,3,4.1,83.1,18,1,Medium,66.74,Medium,5351.95,1.0,1.55,0.087,0.5484,1
EMP0554,34,Female,Bachelor's,HR,Senior,8,115265.0,67,10,197,4,14,2,5.7,94.0,7,1,Medium,66.72,Medium,12807.22,1.25,6.09,0.0202,0.748,1
EMP0555,59,Male,Bachelor's,Finance,Senior,30,99014.0,41,1,166,3,18,4,9.4,98.3,28,0,Medium,70.52,Medium,3194.0,0.03,20.5,0.018,0.7982,1
EMP0556,41,Male,Master's,Sales,Mid,14,77363.0,98,3,199,16,3,1,9.3,93.6,14,0,Medium,57.14,Medium,5157.53,0.2,24.5,0.08,0.9474,0
EMP0557,49,Female,Diploma,Sales,Senior,14,82334.0,90,13,164,16,11,2,5.8,79.0,13,1,Medium,59.83,Medium,5488.93,0.93,6.43,0.097,0.76,1
EMP0558,55,Female,Bachelor's,Support,Junior,27,70814.0,90,18,166,29,13,4,5.5,82.5,25,0,Medium,70.57,Medium,2529.07,0.69,4.74,0.1737,0.765,0
EMP0559,52,Female,Master's,Operations,Junior,19,56145.0,75,3,213,19,0,4,4.0,99.4,16,0,Medium,65.49,Medium,2807.25,0.18,18.75,0.0888,0.7426,0
EMP0560,54,Female,PhD,Finance,Junior,27,68438.0,73,11,210,6,3,3,6.6,83.6,24,1,Medium,73.34,Medium,2444.21,0.44,6.08,0.0284,0.7514,0
EMP0561,42,Male,Diploma,HR,Mid,17,68106.0,55,10,172,8,7,4,6.7,97.8,15,1,Medium,72.41,Medium,3783.67,0.62,5.0,0.0462,0.7572,0
EMP0562,23,Male,Master's,Marketing,Mid,0,61244.0,98,6,161,22,2,5,7.7,86.6,0,1,Low,76.33,High,61244.0,6.0,14.0,0.1358,0.8714,0
EMP0563,40,Male,PhD,Engineering,Junior,9,34213.0,18,13,197,13,7,4,7.9,91.1,7,1,Medium,73.31,Medium,3421.3,1.62,1.29,0.0657,0.6554,0
EMP0564,28,Female,Diploma,Sales,Lead,3,113533.0,75,17,145,26,2,4,6.2,78.9,2,0,Medium,68.8,Medium,28383.25,5.67,4.17,0.1781,0.7266,1
EMP0565,55,Female,Master's,Support,Mid,14,68525.0,22,5,176,36,17,4,7.3,85.1,13,1,Medium,55.57,Medium,4568.33,0.36,3.67,0.2034,0.6254,0
EMP0566,30,Male,Bachelor's,Marketing,Mid,6,50978.0,40,2,187,14,11,3,5.4,83.0,4,1,Medium,53.64,Medium,7282.57,0.4,13.33,0.0745,0.614,0
EMP0567,30,Female,Bachelor's,Finance,Mid,4,72559.0,33,7,194,22,6,3,7.3,91.8,3,0,Medium,55.48,Medium,14511.8,1.75,4.12,0.1128,0.6852,0
EMP0568,31,Female,Bachelor's,Finance,Junior,6,41661.0,64,6,148,33,15,5,5.7,90.7,3,0,Medium,63.95,Medium,5951.57,1.5,9.14,0.2215,0.7258,0
EMP0569,46,Female,Bachelor's,Marketing,Senior,19,118061.0,80,14,140,8,0,4,7.2,93.7,19,1,Low,76.81,High,5903.05,0.7,5.33,0.0567,0.8308,1
EMP0570,43,Female,Bachelor's,Sales,Mid,10,76770.0,17,11,162,20,11,4,7.1,86.1,10,0,Medium,67.17,Medium,6979.09,1.0,1.42,0.1227,0.6084,0
EMP0571,58,Male,Bachelor's,Finance,Junior,21,53814.0,64,1,149,12,13,5,6.6,82.6,19,0,Medium,73.68,Medium,2446.09,0.05,32.0,0.08,0.7204,0
EMP0572,37,Male,Master's,Engineering,Manager,9,140120.0,29,7,180,25,16,3,7.7,91.5,9,0,Medium,57.82,Medium,14012.0,0.7,3.62,0.1381,0.684,1
EMP0573,32,Female,Master's,HR,Lead,5,106968.0,16,14,213,29,4,3,4.1,81.8,5,0,Medium,50.32,Medium,17828.0,2.33,1.07,0.1355,0.4982,1
EMP0574,23,Female,PhD,Support,Senior,0,92210.0,47,10,162,5,11,4,4.9,98.6,0,0,Medium,66.09,Medium,92210.0,10.0,4.27,0.0307,0.6824,1
EMP0575,22,Male,Bachelor's,Finance,Lead,0,103500.0,62,11,176,7,15,1,6.1,89.1,0,1,Medium,56.37,Medium,103500.0,11.0,5.17,0.0395,0.7254,1
EMP0576,36,Male,Bachelor's,Operations,Lead,7,109810.0,28,6,157,0,15,4,4.3,87.4,6,0,Medium,58.76,Medium,13726.25,0.86,4.0,0.0,0.5626,1
EMP0577,57,Female,Master's,Engineering,Mid,26,84600.0,45,7,143,0,3,5,5.9,93.7,24,1,Medium,72.56,Medium,3133.33,0.28,5.62,0.0,0.6868,0
EMP0578,41,Female,PhD,Sales,Senior,10,91595.0,95,3,196,2,19,4,5.9,89.4,9,0,Medium,72.45,Medium,8326.82,0.3,23.75,0.0102,0.8196,1
EMP0579,55,Male,Diploma,Sales,Senior,15,108436.0,41,2,160,28,5,3,8.5,76.7,11,0,Medium,52.94,Medium,6777.25,0.17,13.67,0.1739,0.6848,1
EMP0580,25,Female,PhD,Marketing,Junior,1,36229.0,98,1,183,36,7,4,6.7,81.5,1,0,Medium,61.66,Medium,18114.5,0.5,49.0,0.1957,0.821,0
EMP0581,25,Male,PhD,Sales,Junior,1,33040.0,85,12,194,16,3,2,8.0,98.5,0,1,Medium,67.97,Medium,16520.0,12.0,6.54,0.0821,0.889,0
EMP0582,53,Male,Bachelor's,Support,Junior,17,50883.0,43,3,207,35,2,5,7.0,90.7,15,1,Medium,61.6,Medium,2826.83,0.19,10.75,0.1683,0.7018,0
EMP0583,26,Female,Bachelor's,Sales,Senior,4,80369.0,61,11,154,29,5,2,5.7,76.5,1,0,Medium,51.7,Medium,16073.8,5.5,5.08,0.1871,0.66,1
EMP0584,23,Male,Bachelor's,Finance,Senior,0,68783.0,73,19,186,32,2,5,6.7,92.8,0,1,Low,81.81,High,68783.0,19.0,3.65,0.1711,0.7912,1
EMP0585,37,Female,Master's,Finance,Senior,10,85996.0,51,14,212,29,14,4,7.6,85.5,10,0,Medium,63.61,Medium,7817.82,1.27,3.4,0.1362,0.723,1
EMP0586,57,Male,Diploma,Finance,Mid,30,102987.0,46,11,178,7,11,4,8.3,83.0,27,1,Low,77.17,High,3322.16,0.39,3.83,0.0391,0.719,0
EMP0587,48,Female,Bachelor's,Sales,Junior,15,51347.0,39,3,143,20,7,4,6.3,80.8,14,1,Medium,58.23,Medium,3209.19,0.2,9.75,0.1389,0.6292,0
EMP0588,25,Male,Master's,Marketing,Mid,4,65435.0,22,10,160,21,10,3,4.0,98.0,1,0,Medium,55.08,Medium,13087.0,5.0,2.0,0.1304,0.578,0
EMP0589,53,Female,Bachelor's,Finance,Mid,12,49569.0,12,17,203,25,12,4,3.9,74.3,11,1,Medium,59.42,Medium,3813.0,1.42,0.67,0.1225,0.4502,0
EMP0590,54,Male,Bachelor's,Marketing,Lead,16,123746.0,40,8,203,31,3,5,6.0,83.3,15,0,Medium,61.62,Medium,7279.18,0.5,4.44,0.152,0.6332,1
EMP0591,52,Female,Bachelor's,Finance,Lead,13,114309.0,81,16,165,4,5,5,3.0,91.0,10,0,Low,75.06,High,8164.93,1.45,4.76,0.0241,0.697,1
EMP0592,56,Male,Bachelor's,Engineering,Lead,26,127348.0,31,14,155,26,17,3,9.2,100.0,22,0,Medium,63.95,Medium,4716.59,0.61,2.07,0.1667,0.769,1
EMP0593,31,Male,Diploma,Engineering,Lead,6,108647.0,26,6,163,33,0,4,7.4,94.4,2,0,Medium,58.37,Medium,15521.0,2.0,3.71,0.2012,0.6776,1
EMP0594,59,Male,Bachelor's,Operations,Manager,19,148833.0,39,3,159,4,19,5,5.5,83.2,16,0,Medium,67.68,Medium,7441.65,0.18,9.75,0.025,0.6148,1
EMP0595,34,Female,PhD,Finance,Mid,4,42809.0,63,1,199,16,19,5,4.8,100.0,2,1,Medium,64.05,Medium,8561.8,0.33,31.5,0.08,0.733,0
EMP0596,52,Male,Master's,Engineering,Junior,16,61577.0,29,6,207,35,5,4,8.0,79.2,14,0,Medium,59.8,Medium,3622.18,0.4,4.14,0.1683,0.6438,0
EMP0597,44,Female,Bachelor's,Support,Junior,14,53744.0,29,7,143,0,6,1,4.8,92.1,10,0,High,40.91,Low,3582.93,0.64,3.62,0.0,0.5994,0
EMP0598,51,Female,Bachelor's,Engineering,Mid,19,75288.0,20,13,199,6,4,5,5.0,93.9,18,0,Medium,69.18,Medium,3764.4,0.68,1.43,0.03,0.5856,0
EMP0599,45,Female,PhD,Support,Junior,17,47670.0,39,11,200,32,11,3,5.4,83.0,13,0,Medium,57.85,Medium,2648.33,0.79,3.25,0.1592,0.611,0
EMP0600,46,Female,Bachelor's,Operations,Junior,21,48441.0,29,10,189,6,4,3,6.7,95.6,18,0,Medium,62.58,Medium,2201.86,0.53,2.64,0.0316,0.6704,0
EMP0601,45,Male,Diploma,Support,Manager,12,146191.0,84,14,209,28,15,4,7.4,85.9,9,1,Medium,71.3,Medium,11245.46,1.4,5.6,0.1333,0.8176,1
